LENOVO,ThinkPad E14 20RAS0KX00,Đen,Intel Core i5-10210U,8GB,Intel HD Graphics,256GB SSD,14,3-CELL,1.73,DOS,16299000,https://hanoicomputercdn.com/media/product/52609_lenovo_thinkpad_e14__7_.jpg
LENOVO,ThinkPad E15 (BLACK) 20RDS0DM00,Đen,Intel Core i5-10210U,8GB,Intel HD Graphics,256GB SSD,15.6,3-CELL,1.7,DOS,16299000,https://hanoicomputercdn.com/media/product/52796_lenovo_thinkpad_e15__6_.jpg
DELL,Latitude 3400 L3400I5SSD,Đen,Intel Core i5 8265U,8GB,Intel HD Graphics,256GB SSD,14,3-CELL,1.75,Ubuntu,16389000,https://hanoicomputercdn.com/media/product/47380_dell_latitude_3400__1_.jpg
MSI,Modern14 A10M - model mỏng nhẹ 1040VN,Xám,Intel Core i5-10210U,8GB,Intel HD Graphics,256GB SSD,14,4-CELL,1.19,Win 10,16589000,https://hanoicomputercdn.com/media/product/54400_msi_modern_14__1_.jpg
DELL,Inspiron 5593 N5I5513W,Bạc,Intel Core i5-1035G1,8GB,NVIDIA GeForce MX230,256GB SSD,15.6,3-CELL,2,Win 10,16989000,https://hanoicomputercdn.com/media/product/52588_dell_inspiron_5593__6_.jpg
ASUS,P2451FA-EK0229T P2451FA-EK0229T,Đen,Intel Core i5-10210U,8GB,Intel HD Graphics,512GB SSD,14,3-CELL,1.5,Win 10,16999000,https://hanoicomputercdn.com/media/product/53844_asus_expertbook_p2451fa__4_.jpg
DELL,Inspiron 5593 7WGNV1,Bạc,Intel Core i5-1035G1,8GB,Intel HD Graphics,512GB SSD,15.6,3-CELL,1.9,Win 10,17389000,https://hanoicomputercdn.com/media/product/49671_laptop_dell_inspiron_5593__7wgnv1__i5.jpg
ASUS,90NB0M21-M05120 A412FJ-EK387T,Bạc,Intel Core i5-10210U,4GB,NVIDIA GeForce MX230,512GB SSD,14,2-CELL,1.25,Win 10,17499000,https://hanoicomputercdn.com/media/product/55629_asus_a412__6_.png
HP,HP ProBook 450 G7 (SILVER) 9GQ34PA,Bạc,Intel Core i5-10210U,8GB,Intel HD Graphics,256GB SSD,15.6,3-CELL,1.845,DOS,17699000,https://hanoicomputercdn.com/media/product/51826_laptop_hp_probook_450_g6__9gq34pa__i5_bac.jpg
ACER,Aspire 5 A515-55G-5633 NX.HZFSV.002,Bạc,Intel Core i5-1035G1,8GB,NVIDIA GeForce MX350,512GB SSD,15.6,2-CELL,1.7,Win 10,17889000,https://hanoicomputercdn.com/media/product/55833_acer_aspire_5_a515_54_51j3__6_.png
ASUS,Vivobook 90NB0M92-M07460,Bạc,Intel Core i5-10210U,4GB,NVIDIA GeForce MX250,512GB SSD,15.6,2-CELL,1.75,Win 10,17899000,https://hanoicomputercdn.com/media/product/53776_a512fl__4_.png
DELL,Inspiron 5584 N5I5353W,Bạc,Intel Core i5-8265U,8GB,NVIDIA GeForce MX130,HDD + SSD,15.6,3-CELL,1.95,Win 10,17989000,https://hanoicomputercdn.com/media/product/46640_dell_inspiron_5584__7_.png
DELL,Vostro 5590 P116G001V90D,Xám,Intel Core i5-10210U,8GB,NVIDIA GeForce MX230,256GB SSD,14,3-CELL,1.49,Win 10,17989000,NULL
LENOVO,Lenovo Legion Y540-15IRH-PG0 81SY004WVN,Đen,Intel Core i5-9300H,8GB,NVIDIA GeForce GTX 1650,HDD + SSD,15.6,3-CELL,2.3,Win 10,17999000,https://hanoicomputercdn.com/media/product/54938_52659_lenovo_legion_y540_15irh_81sy004wvn__5_.jpg
MSI,GF63 9SCXR (2020) 075VN,Đen,Intel Core i5-9300H,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,1.86,Win 10,18189000,https://hanoicomputercdn.com/media/product/52785_msi_nb_gf63__8_.jpg
ACER,Swift 3 SF314-57-52GB WTY_NX.HJFSV.001,Xám,Intel Core i5-1035G1,8GB,Intel HD Graphics,512GB SSD,14,3-CELL,1.19,Win 10,18289000,https://hanoicomputercdn.com/media/product/49906_652.jpg
ASUS,FX505D (1A-GUN METAL),Đen,Ryzen 5 3550H,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,2.139,Win 10,18299000,https://hanoicomputercdn.com/media/product/54524_xxx.jpg
MICROSOFT,Surface Pro 7 QWT-00001,Xám,Intel Core i5-1005G1,4GB,Intel HD Graphics,128GB SSD,12.3,3-CELL,0.76,Win 10,18499000,https://hanoicomputercdn.com/media/product/53798_surface_pro_7__3_.jpg
DELL,Inspiron 5593 N5I5461W,Bạc,Intel Core i5-1035G1,8GB,NVIDIA GeForce MX230,512GB SSD,15.6,3-CELL,2,Win 10,18689000,https://hanoicomputercdn.com/media/product/49172_dell_inspiron_5593_n5i5461w_.jpg
ASUS,Vivobook S433EA S433EA-EB099T,Đen,Intel Core i5-11135G7,8GB,Intel HD Graphics,512GB SSD,14,3-CELL,1.35,Win 10,18949000,https://hanoicomputercdn.com/media/product/55682_vivobook_s433_den.jpg
HP,ProBook 440 G6 5YM73PA,Bạc,Intel Core i7-8565U,8GB,Intel HD Graphics,HDD + SSD,14,3-CELL,1.6,DOS,18999000,https://hanoicomputercdn.com/media/product/49890_laptop_hp_probook_440_g6__5ym73pa__i7_bac.jpg
HP,Notebook 1N1H6PA,Bạc,Ryzen 5 4600H,8GB,NVIDIA GeForce GTX 1650,HDD + SSD,15.6,3-CELL,1.98,Win 10,18999000,https://hanoicomputercdn.com/media/product/54959_pavalion15__4_.png
ACER,"Aspire 7 A715-41G-R282 – model Giải trí, Gaming NH.Q8SSV.005",Đen,Ryzen 5 3550H,8GB,NVIDIA GeForce GTX 1650Ti,512GB SSD,15.6,3-CELL,2.1,Win 10,18999000,https://hanoicomputercdn.com/media/product/55520_54152_aspire7.jpg
MSI,Bravo 15 A4DCR (2020) 270VN,Đen,Ryzen 5 4600H,8GB,AMD Radeon RX 5300M,256GB SSD,15.6,3-CELL,1.96,Win 10,19189000,https://hanoicomputercdn.com/media/product/56199_msi_gaming_bravo_15_a4dc_052vn__5_.jpg
LENOVO,IdeaPad Gaming 3 81Y4006SVN,Đen,Intel Core i5-10300H,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,2.2,Win 10,19399000,https://hanoicomputercdn.com/media/product/53891_legion_gaming_3__4_.png
DELL,Vostro 3590� GRMGK2,Đen,Intel Core i7-10510U,8GB,AMD Radeon 610,256GB SSD,15.6,3-CELL,2,Win 10,19489000,https://hanoicomputercdn.com/media/product/51387_laptop_dell_vostro_3590__grmgk2_.jpeg
DELL,Vostro 5590i HYXT92,Xám,Intel Core i5-10210U,8GB,NVIDIA GeForce MX250 2GB GDDR5,256GB SSD,15.6,3-CELL,1.69,Win 10,19789000,https://hanoicomputercdn.com/media/product/56020_vostro_5590__8_.jpg
ACER,Nitro 5 AN515-43-R4VJ NH.Q6ZSV.004,Đen,Ryzen 7 3750H,8GB,NVIDIA GeForce GTX 1650,HDD + SSD,15.6,4-CELL,2.3,Win 10,19999000,https://hanoicomputercdn.com/media/product/53782_648.png
ACER,"Aspire 7 A715-41G-R150 – model Giải trí, Gaming NH.Q8SSV.004",Đen,Ryzen 7 3750H,8GB,NVIDIA GeForce GTX 1650Ti,HDD + SSD,15.6,4-CELL,2.1,Win 10,19999000,https://hanoicomputercdn.com/media/product/55521_54152_aspire7.jpg
MSI,GF63 10SCXR (2020) 1218VN,Đen,Intel Core i5-10300H ,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,1.86,Win 10,20389000,https://hanoicomputercdn.com/media/product/55895_msi_nb_gf63__8_.jpg
LENOVO,IdeaPad Gaming 3 15ARH05 (ONYX_BLACK) 82EY005VVN,Đen,Ryzen 7 4800H,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,2.079,Win 10,20499000,https://hanoicomputercdn.com/media/product/55279_legion_gaming_3__4_.png
DELL,Inspiron 5490 – Bảo hành tận nơi FMKJV11,Bạc,Intel Core i5-10210U,4GB,NVIDIA GeForce MX250,512GB SSD,14,3-CELL,1.42,Win 10,20689000,https://hanoicomputercdn.com/media/product/56381_inspiron_5490__6_.jpg
MICROSOFT,Surface Pro 7,Bạc,Intel Core i5-1035G4,8GB,Intel HD Graphics,128GB SSD,12.3,3-CELL,0.76,Win 10,20699000,https://hanoicomputercdn.com/media/product/53486_surface_pro_7__3_.jpg
ASUS,Asus VivoBook A512FL-EJ567T,Bạc,Intel Core i7-10510U,8GB,NVIDIA GeForce MX250,512GB SSD,15.6,2-CELL,1.75,Win 10,20699000,https://hanoicomputercdn.com/media/product/53777_a512fl__4_.png
HP,HP Envy 13-ba0045TU (GOLD) 171M2PA,Vàng,Intel Core i5-1035G4,8GB,Intel HD Graphics,256GB SSD,13.3,2-CELL,1.258,Win 10,20999000,https://hanoicomputercdn.com/media/product/53797_envy_13_ba0046tu__4_.png
ASUS,FA506I (1A – GRAY METAL),Xám,Ryzen 5 4600H,8GB,NVIDIA GeForce GTX 1650Ti,512GB SSD,15.6,3-CELL,2.056,Win 10,21499000,https://hanoicomputercdn.com/media/product/52290_laptop_asus_gaming_tuf_fa506ii_al012t_r5_xam.jpg
LENOVO,ThinkPad E15 (BLACK) 20RDS0DU00,Đen,Intel Core i7-10510U,8GB,AMD Radeon RX 640,512GB SSD,15.6,3-CELL,1.804,DOS,21499000,https://hanoicomputercdn.com/media/product/52797_lenovo_thinkpad_e15__6_.jpg
ASUS,S333JA-EG044T 90NB0Q53-M01380,Trắng,Intel Core i7-1065G7,8GB,Intel HD Graphics,512GB SSD,13.3,3-CELL,1.05,Win 10,21499000,https://hanoicomputercdn.com/media/product/53625_vivobook_s333_trang.jpg
MSI,Modern 14 B11M - model mỏng nhẹ (2020) 073VN,Xám,Intel Core i7 1165G7,8GB,Intel HD Graphics,512GB SSD,14,4-CELL,1.3,Win 10,21689000,https://hanoicomputercdn.com/media/product/56297_morden14__7_.png
ACER,Nitro 5 AN515-55-5304 (2020) NH.Q7RSV.002,Đen,Intel Core i5-10300H,8GB,NVIDIA GeForce GTX 1650,HDD + SSD,15.6,4-CELL,2.3,Win 10,21989000,https://hanoicomputercdn.com/media/product/52626_690.jpg
LENOVO,IdeaPad Gaming 3 81Y40067VN,Đen,Intel Core i7-10750H,8GB,NVIDIA GeForce GTX 1650,512GB SSD,15.6,3-CELL,2.2,Win 10,21999000,https://hanoicomputercdn.com/media/product/53892_legion_gaming_3__4_.png
ASUS,P2451FA-EK0297 P2451FA-EK0297,Đen,Intel Core i7-10510U,16GB,Intel HD Graphics,512GB SSD,14,3-CELL,1.5,DOS,21999000,https://hanoicomputercdn.com/media/product/54527_asus_expertbook_p2451fa__4_.jpg
ASUS,ASUS TUF Gaming F15 FX506LI-HN096T,Xám,Intel Core i5-10300H,8GB,NVIDIA GeForce GTX 1650Ti,512GB SSD,15.6,3-CELL,2.3,Win 10,22299000,https://hanoicomputercdn.com/media/product/56045_fx506__6_.jpg
DELL,Gaming G3 15 3500 (2020) 70223130,Đen,Intel Core i5-10300H,8GB,NVIDIA GeForce GTX 1650,256GB SSD,15.6,3-CELL,2.34,Win 10,22489000,https://hanoicomputercdn.com/media/product/55229_g3__4_.png
HP,HP Envy 13-ba1027TU (GOLD) 2K0B1PA,Vàng,Intel Core i5-1135G7,8GB,Intel HD Graphics,256GB SSD,13.3,3-CELL,1.236,Win 10,22499000,https://hanoicomputercdn.com/media/product/56042_envy13__4_.png
DELL,Latitude 5410 70216827,Xám,Intel Core i5-10310U,8GB,Intel HD Graphics,256GB SSD,14,4-CELL,1.47,Win 10,22589000,https://hanoicomputercdn.com/media/product/55656_latitude_5410.png
ASUS,FA506II FA506II-AL016T,Xám,Ryzen 7 4800H,8GB,NVIDIA GeForce GTX 1650Ti,512GB SSD,15.6,3-CELL,2.3,Win 10,22599000,https://hanoicomputercdn.com/media/product/52477_asus_gaming_tuf_fa506ii__8_.jpg
